id_cliente,PC1,PC2
2.0,0.1710765873385034,0.837108099147244
3.0,-0.6506099870886188,-0.06215331483056175
4.0,-0.7889293610083808,-0.19877490851935767
5.0,-0.10097479187017555,0.01579549562485488
6.0,0.35259777107553725,-0.1703363888068829
7.0,-0.6945069034669071,-0.24313074444747362
9.0,-0.4843465253107225,0.17348983020667053
10.0,-0.7478419926888464,0.46340843072431087
11.0,-0.7713568890972248,0.12902241127059605
12.0,-0.4007418230758375,0.5771692899774488
13.0,0.16683732677705507,0.06476908250211852
14.0,-0.39189177820465704,-0.539146107679822
16.0,5.301209096641075,-1.6359334500167624
18.0,-1.141495463036511,0.019947227506226312
19.0,-0.4890689390550904,0.17869275518535713
20.0,-0.23645625194658296,-0.632776619451423
22.0,0.1671118653344562,-0.7587526348945162
23.0,-1.0610351659378006,0.24684035357152814
24.0,-0.045757539483527336,-0.350665167165364
25.0,-0.273318175158598,-0.37541235569149284
26.0,-0.09458389681716076,0.22445051447569417
27.0,0.19082194545249054,-0.058977111314937186
28.0,-1.2312127596864328,-0.03644592107863568
29.0,0.2811121909379835,1.0484031136409908
30.0,1.0625638453789847,0.5659448576970337
32.0,-1.1035931510805383,-0.0841996165057331
33.0,-0.34944439475465394,-0.32371278092374356
34.0,2.33143927380303,2.220724662152979
35.0,-0.0002985035933246307,0.27037445307839353
37.0,1.590537601131817,0.08941535201859556
38.0,-0.16758399986978642,0.9036445786054271
39.0,-0.6871351562295419,-0.1300808226803348
40.0,2.5305913350148854,-2.5705812107085846
42.0,-0.9971270074383521,-0.1814346018645938
43.0,1.5763825153904343,-1.417072062397088
44.0,-0.27560643078860597,-0.4728346632620043
46.0,1.5251027049133865,0.5443123624475995
47.0,-1.2430299260676896,0.02887858845466275
48.0,0.4165149278498378,-0.4608734618805348
52.0,-0.9546822640232595,0.2896645218316128
53.0,-0.7989333599459582,-0.17298497840127894
54.0,-0.179195059396819,1.4777590714670101
55.0,-0.3534296047998991,-0.2855348276619628
56.0,-0.9920592478625695,0.3338130453755567
59.0,0.11724684031988657,0.9643601800330109
60.0,-0.08781560407704735,0.259527707416762
61.0,0.07302624928085903,0.2142901062508878
63.0,-0.946377644175601,-0.09870328705790504
67.0,-0.08683348929390144,-0.5506969375947878
68.0,-0.32086771340261205,-0.3778080775653251
69.0,-1.2128913768225347,-0.09789976175046701
71.0,0.49241348157993275,0.9806987509324679
74.0,-0.983468914007746,0.17335572838266453
77.0,-0.3799410547463376,1.0875304203026863
78.0,-0.22311435662741905,-0.06442268177247157
81.0,-0.26189930967091907,-0.4013885359959085
82.0,-1.0073980703527587,0.184242364973052
83.0,-1.0411589647747934,-0.00806760581236715
84.0,-0.16125266967796575,-0.25745689787324566
86.0,0.15170285239929523,0.4937810809476096
87.0,-1.0627152977112748,0.10750985758975962
88.0,-0.9167478160086467,0.03180029854205966
89.0,-1.0074595073814951,-0.06387328981140296
90.0,-0.6936706271005803,0.49030345914742435
92.0,-0.01390949481380023,-0.35015747029491445
93.0,0.38893828031697664,0.21440674649411823
94.0,0.18708735522425626,0.28954657430981173
95.0,-0.1595606303970164,-0.32767692161362366
96.0,-0.2539210099427567,-0.45541487604572634
97.0,-0.7777150342221283,0.13263757863139064
100.0,-0.36299710989946066,1.1668966097418787
101.0,-0.25436446946812113,-0.24008679877755348
102.0,-0.959805433312934,0.11537545464771241
103.0,-0.9661086641732906,0.014754773138732224
104.0,-1.1724777394715515,-0.04238876494203998
105.0,-0.5658166619011672,0.2742049717223598
106.0,-0.46733600928344105,0.509072080278247
107.0,-0.30652457323066834,-0.03498570836381912
108.0,-1.1368583029758412,0.10027273386155153
109.0,1.2416582437107955,0.7766574620252646
110.0,-0.6314416966850781,-0.037367817041759524
111.0,-0.1640256926500952,0.6060781808422109
112.0,0.2060306524998115,-0.03727983737046377
115.0,0.3735579688717865,0.6470727003498954
117.0,-0.9764686652760335,-0.17787629498521926
118.0,0.552695550146578,-0.08407395986757679
119.0,3.4322957052253886,-0.5898678198916908
120.0,-1.18522976190216,-0.07450116441998698
122.0,-1.080301057833079,0.32070084380241154
125.0,0.2047566073785862,0.0654638965033393
126.0,2.750563626448323,-1.3792814097438653
127.0,-0.016678035547558725,0.3767142330674516
128.0,-0.4761342378174255,1.2234468683844473
129.0,-0.9343592333851998,0.5761404172941705
130.0,-0.013160131533002925,-0.39370358746973944
132.0,-0.5940084568803067,0.9934992302549509
133.0,0.6593437727096009,0.9196027716101043
134.0,-0.08578795654535414,-0.3643998077435704
136.0,2.956286282890817,-2.4520890170332135
137.0,-0.6562466392316425,-0.3391128987525455
138.0,0.005270028186754495,-0.401575621423422
139.0,4.011862717258476,-0.9737864831896774
140.0,-0.9649645438872663,0.284514076649236
141.0,-1.1922502046586014,0.022172809396428208
142.0,-1.017253002972505,0.1084965234923109
143.0,3.8453845861471674,0.1697533783791522
145.0,-1.0792008327289617,0.31579508085626384
146.0,-0.3875193446004001,0.8488536284442795
147.0,-0.5351038190051952,-0.22385531825428293
148.0,-0.08055211376085722,-0.46683127063185553
150.0,-0.737651060003216,0.38866936107554884
151.0,-0.40154761325455335,-0.3986251381122155
