id_cliente,id_vuelo
25273,20651 
22816,20651
27405,20651
33494,20651
26181,20651
29645,20651
30687,20651
32752,20651
34127,20651
29186,20651
12408,20651
12525,20651
4071,20651
3086,20651
37973,20651
22841,20651
31807,20651
9999,20651
4673,20651
33528,20651
15394,20651
293,20651
22906,20651
32541,20651
7593,20651
20826,20651
19476,20651
26870,20651
45864,20651
36080,20651
43646,20651
33887,20651
33156,20651
1600,20651
11049,20651
1031,20651
13703,20651
49096,20651
11844,20651
8740,20651
47240,20651
25481,20651
12415,20651
48838,20651
40277,20651
14130,20651
33153,20651
1165,20651
20799,20651
45314,20651
21705,20651
26390,20651
17032,20651
8643,20651
3883,20651
12470,20651
23900,20651
15727,20651
23081,20651
46959,20651
19335,20651
7064,20651
27017,20651
1391,20651
27640,20651
27469,20651
45343,20651
18349,20651
24885,20651
9827,20651
21024,20651
5267,20651
13140,20651
34217,20651
9196,20651
38531,20651
18833,20651
20072,20651
44475,12042
2450,12042
8388,12042
2788,12042
21907,12042
13021,12042
20259,12042
17585,12042
31597,12042
29747,12042
20766,12042
20865,12042
23201,12042
26748,12042
30568,12042
7795,12042
20558,12042
35182,12042
41388,12042
49138,12042
7118,12042
17291,12042
7546,12042
13727,12042
31324,12042
1414,12042
12677,12042
28973,12042
822,12042
44689,12042
1064,12042
31042,12042
22488,12042
38035,12042
42017,12042
8896,12042
5534,12042
41330,12042
4953,12042
41442,12042
3798,12042
41432,12042
22177,12042
30417,12042
4396,12042
17709,12042
11226,12042
33121,12042
7647,12042
18658,12042
834,12042
19982,12042
4190,12042
3644,12042
43662,12042
12479,12042
27810,12042
12826,12042
34018,12042
4731,12042
328,12042
44643,12042
10041,12042
24881,12042
21443,12042
5639,12042
24077,12042
30937,12042
28238,12042
18338,12042
9145,12042
29640,12042
25168,12042
23772,12042
25688,12042
18798,12042
28718,12042
26823,12042
36671,12042
46948,12042
3223,12042
1967,12042
35247,12042
25043,12042
44325,12042
1046,12042
29724,12042
17255,12042
43815,12042
30932,12042
15247,12042
31080,12042
18182,12042
19059,18669
39084,18669
12483,18669
30693,18669
40934,18669
19867,18669
39849,18669
3926,18669
8764,18669
34848,18669
10081,18669
37370,18669
20619,18669
21987,18669
6486,18669
3248,18669
19580,18669
13141,18669
24249,18669
11843,18669
222,18669
6134,18669
29745,18669
7830,18669
15525,18669
9788,18669
20448,18669
2945,18669
31671,18669
36579,18669
41548,18669
1531,18669
26305,18669
9559,18669
12858,18669
42546,18669
20995,18669
39851,18669
2894,18669
33615,18669
8822,18669
20371,18669
11457,18669
36130,18669
35093,18669
45059,18669
44497,18669
41577,18669
5316,18669
23238,18669
5718,18669
20002,18669
2801,18669
30294,18669
45404,18669
7547,18669
37593,18669
5507,18669
5699,18669
15100,18669
6393,18669
35528,18669
17952,18669
30804,18669
8098,18669
48516,18669
26873,18669
822,18669
7854,18669
35759,18669
28518,18669
22103,18669
10520,18669
9254,18669
47387,18669
33859,18669
17282,18669
39481,18669
40721,18669
21605,18669
28242,18669
8619,18669
40462,18669
19601,18669
12810,18669
41323,18669
20646,18669
6676,18669
17596,18669
9462,18669
21419,18669
29663,18669
42121,18669
28160,18669
13891,18669
23540,18669
16946,18669
47027,18669
21926,23903
14285,23903
20774,23903
9203,23903
46663,23903
3526,23903
20182,23903
12511,23903
47026,23903
782,23903
37148,23903
28776,23903
638,23903
29954,23903
29204,23903
44368,23903
7440,23903
6167,23903
2745,23903
6411,23903
27998,23903
35535,23903
21086,23903
16355,23903
8255,23903
32804,23903
10783,23903
31838,23903
39832,23903
5947,23903
22668,23903
16011,23903
4193,23903
8728,23903
15490,23903
7233,23903
12567,23903
34324,23903
43108,23903
5059,23903
10336,23903
16096,23903
26308,23903
47424,23903
38999,23903
4569,23903
46520,23903
9591,23903
34731,23903
41860,23903
3134,23903
32691,23903
36007,23903
30502,23903
37573,23903
37481,23903
15119,23903
30579,23903
32618,23903
2407,23903
40735,23903
39391,23903
41272,21964
25372,21964
41306,21964
17679,21964
17519,21964
37838,21964
15291,21964
34243,21964
17624,21964
28207,21964
26639,21964
13042,21964
4858,21964
48368,21964
8647,21964
35806,21964
25977,21964
8598,21964
39965,21964
44113,21964
40324,21964
33701,21964
11173,21964
18595,21964
26431,21964
12426,21964
7447,21964
571,21964
22504,21964
8644,21964
12145,21964
16939,21964
44702,21964
26106,21964
8491,21964
30383,21964
47791,21964
23752,21964
4192,21964
5998,21964
15676,21964
24221,21964
37476,21964
27248,21964
34501,21964
15797,21964
2034,21964
23766,21964
36695,21964
29951,21964
37941,21964
2225,21964
11806,21964
22891,21964
13935,21964
19451,21964
21338,21964
8731,21964
6258,21964
23025,21964
46739,21964
8527,21964
23688,21964
45766,21964
25479,21964
25572,21964
18549,21964
43171,21964
20341,21964
31472,21964
26944,21964
1420,21964
4566,21964
45589,21964
3105,21964
13725,21964
34294,21964
42222,21964
3097,21964
49463,21964
41020,21964
34647,21964
49113,21964
9499,21964
36680,21964
45932,21964
6154,21964
23543,21964
42689,21964
13492,21073
36416,21073
46825,21073
21748,21073
29706,21073
34605,21073
22461,21073
2318,21073
32182,21073
28760,21073
26400,21073
29901,21073
42495,21073
36118,21073
49416,21073
35560,21073
18179,21073
39308,21073
8358,21073
5124,21073
6917,21073
5980,21073
1186,21073
42381,21073
46530,21073
43018,21073
15617,21073
27323,21073
17023,21073
45630,21073
45575,21073
18960,21073
11944,21073
26160,21073
29072,21073
11859,21073
9099,21073
29770,21073
25056,21073
32147,21073
10002,21073
37445,21073
9307,21073
30950,21073
35920,21073
27140,21073
1139,21073
45788,21073
6100,21073
17998,21073
26357,21073
17896,21073
45228,21073
33787,21073
35026,21073
34471,21073
42615,21073
25360,21073
43224,21073
5539,21073
46095,21073
2015,21073
48536,21073
48315,21073
17096,21073
48791,21073
3295,21073
25856,21073
3748,21073
37223,21073
3681,21073
32330,21073
38493,21073
25712,21073
34495,21073
82,21073
28601,21073
26112,21073
7344,21073
26269,13003
20928,13003
14008,13003
6908,13003
17595,13003
9035,13003
43707,13003
14833,13003
12290,13003
48053,13003
22836,13003
47009,13003
31401,13003
6992,13003
24662,13003
13858,13003
1439,13003
38256,13003
28513,13003
32024,13003
18129,13003
18116,13003
29709,13003
11861,13003
42147,13003
24442,13003
35466,13003
11974,13003
44334,13003
16809,13003
34666,13003
37498,13003
38451,13003
44348,13003
18304,13003
42394,13003
26867,13003
29672,13003
36854,13003
24561,13003
45896,13003
11248,13003
49684,13003
22570,13003
32570,13003
35448,13003
42159,13003
32242,13003
8731,13003
42652,13003
44099,13003
37909,13003
5815,13003
10699,13003
21344,13003
39170,13003
40471,13003
22503,13003
22481,13003
41600,13003
30561,13003
31191,13003
10921,13003
44933,13003
3353,13003
11313,13003
42145,13003
39968,13003
45948,13003
13160,13003
6242,13003
27602,13003
4402,13003
9193,13003
13193,13003
5494,13003
39972,13003
44055,13003
41483,13003
40787,13003
11567,13003
43074,13003
5653,13003
35915,29772
38704,29772
2856,29772
40434,29772
47398,29772
37191,29772
29990,29772
14936,29772
48612,29772
27975,29772
12047,29772
14599,29772
34444,29772
6798,29772
6434,29772
32150,29772
45764,29772
38479,29772
37932,29772
33675,29772
6970,29772
22878,29772
15358,29772
42353,29772
4149,29772
45330,29772
19660,29772
13105,29772
46093,29772
37467,29772
23858,29772
31706,29772
9543,29772
33668,29772
48318,29772
4249,29772
33970,29772
44446,29772
9937,29772
6078,29772
31233,29772
20292,29772
36485,29772
11163,29772
38497,29772
29697,29772
46241,29772
16329,29772
2630,29772
13769,29772
28282,29772
30819,29772
23939,29772
3421,29772
42186,29772
45557,29772
38762,29772
16209,29772
43587,29772
24648,29772
27467,29772
32818,29772
43540,29772
20111,29772
21325,29772
26015,29772
24317,29772
45104,29772
6479,29772
43324,29772
35227,29772
9169,29772
49948,29772
16478,29772
25115,29772
18593,29772
41222,29772
10724,29772
27205,29772
40125,29772
33023,29772
36266,29772
15593,29772
20421,29772
24885,29772
6464,29772
38814,29772
19380,29772
39598,29772
37761,29772
45129,29772
5286,18116
18745,18116
31773,18116
838,18116
29008,18116
8839,18116
20112,18116
8935,18116
9913,18116
806,18116
4255,18116
32886,18116
42279,18116
19830,18116
5387,18116
9530,18116
8260,18116
30784,18116
34856,18116
19780,18116
33339,18116
44308,18116
34937,18116
40935,18116
49221,18116
18026,18116
43257,18116
42414,18116
41762,18116
7433,18116
44742,18116
28427,18116
38512,18116
9373,18116
37644,18116
39714,18116
9118,18116
41866,18116
25786,18116
2576,18116
46954,18116
32427,18116
30397,18116
47361,18116
37824,18116
41003,18116
14273,18116
14443,18116
30318,18116
25189,18116
20575,18116
8843,18116
19370,18116
35346,18116
21465,18116
27962,18116
34021,18116
25615,18116
20600,18116
43162,18116
11405,18116
43592,18116
7257,18116
20370,18116
46123,18116
24220,18116
12496,18116
17050,18116
15261,18116
49589,18116
885,18116
36786,18116
43383,18116
26498,18116
26184,18116
38001,18116
42670,18116
23735,18116
21296,18116
12050,18116
32569,18116
15941,18116
11567,18116
20378,18116
32518,18116
38648,18116
16788,18116
44909,18116
22025,18116
46633,18116
43953,18116
43793,18116
30523,18116
49131,18116
37261,18116
13701,18116
28450,18116
47885,18116
29191,18116
103,18116
32251,13526
28664,13526
47041,13526
15119,13526
35915,13526
4236,13526
15833,13526
26995,13526
37635,13526
34491,13526
40326,13526
33712,13526
42527,13526
46396,13526
25094,13526
36962,13526
18878,13526
46131,13526
890,13526
22684,13526
49217,13526
5466,13526
38467,13526
24573,13526
15062,13526
37118,13526
23952,13526
33047,13526
6918,13526
30187,13526
43565,13526
27614,13526
9830,13526
34213,13526
15403,13526
37250,13526
7543,13526
39733,13526
32531,13526
6809,13526
27080,13526
41281,13526
3287,13526
42440,13526
26095,13526
17527,13526
45690,13526
43355,13526
31871,13526
41997,13526
24196,13526
46124,13526
9302,13526
13524,13526
13751,13526
46370,13526
26276,13526
15552,13526
36986,13526
31703,13526
12251,13526
1533,13526
34970,13526
13276,13526
30565,13526
3956,13526
29636,13526
33753,13526
43096,13526
48786,13526
47929,13526
31322,13526
47525,13526
36551,13526
32530,13526
40698,13526
37004,13526
15158,13526
29577,13526
2750,13526
31943,13526
25999,17880
37176,17880
29170,17880
6739,17880
25580,17880
40220,17880
46513,17880
42766,17880
2759,17880
1336,17880
40401,17880
22402,17880
22813,17880
15082,17880
25958,17880
41349,17880
30512,17880
49797,17880
34413,17880
22745,17880
40397,17880
31174,17880
26843,17880
32348,17880
38740,17880
49449,17880
39310,17880
24365,17880
42216,17880
10835,17880
45523,17880
8587,17880
30830,17880
47681,17880
3118,17880
8050,17880
40151,17880
7173,17880
37778,17880
13971,17880
16821,17880
47719,17880
19715,17880
7996,17880
32083,17880
10524,17880
40720,17880
46515,17880
3077,17880
48117,17880
43107,17880
45777,17880
48131,26442
26113,26442
767,26442
40137,26442
11527,26442
44667,26442
15190,26442
34398,26442
45433,26442
21700,26442
48028,26442
26620,26442
7520,26442
23244,26442
47684,26442
32861,26442
19565,26442
41479,26442
23109,26442
14807,26442
35546,26442
17609,26442
12002,26442
21903,26442
39941,26442
34422,26442
41663,26442
13696,26442
49439,26442
40366,26442
30934,26442
25655,26442
20723,26442
17869,26442
40649,26442
35241,26442
38180,26442
34375,26442
3716,26442
3186,26442
25154,26442
3224,26442
38742,26442
46792,26442
26824,26442
28779,26442
14863,26442
43730,26442
44499,26442
22229,26442
45664,26442
30208,26442
27663,26442
33227,26442
27129,26442
34889,26442
7958,26442
28338,26442
9107,26442
23279,26442
28477,26442
48749,26442
19454,26442
41785,26442
48874,26442
21451,26442
46401,26442
45280,26442
31004,26442
25507,26442
22740,26442
37342,26442
15015,26442
48974,26442
46575,26442
18223,26442
11609,26442
16498,26442
21983,26442
28155,26442
41102,26442
29781,26442
18010,26442
37139,26442
41579,26442
41706,26442
17930,26442
27172,26442
28646,26442
15126,26442
24267,26442
24675,26442
11146,26442
43950,26442
5623,26442
37050,26442
17736,26442
21646,26297
13282,26297
28459,26297
41841,26297
18280,26297
34087,26297
48997,26297
20712,26297
8079,26297
44506,26297
29435,26297
9503,26297
14671,26297
30106,26297
24947,26297
35014,26297
24483,26297
42770,26297
31583,26297
11602,26297
13553,26297
22449,26297
45402,26297
25,26297
48847,26297
48606,26297
49354,26297
2430,26297
31442,26297
1196,26297
13574,26297
3788,26297
6944,26297
44827,26297
2763,26297
18027,26297
7249,26297
7864,26297
17271,26297
34586,26297
19259,26297
43593,26297
25456,26297
3385,26297
24666,26297
5166,26297
34648,26297
31279,26297
42192,26297
27346,26297
16454,26297
5122,26297
41311,26297
21442,26297
20992,26297
48513,26297
23128,26297
22404,26297
39181,26297
7507,26297
25136,26297
12482,26297
45292,26297
5800,26297
19072,26297
16036,22567
44268,22567
38935,22567
32598,22567
27411,22567
41917,22567
17441,22567
13857,22567
5498,22567
6628,22567
18652,22567
16254,22567
44773,22567
21122,22567
13743,22567
31376,22567
23502,22567
34880,22567
28966,22567
46176,22567
44276,22567
33321,22567
8982,22567
13656,22567
8702,22567
3820,22567
13286,22567
15801,22567
35894,22567
158,22567
35759,22567
15920,22567
10049,22567
41982,22567
30032,22567
15526,22567
34780,22567
30191,22567
2568,22567
48155,22567
21087,22567
3335,22567
26043,22567
9799,22567
12012,22567
21075,22567
30694,22567
15342,22567
21047,22567
4346,22567
12732,22567
47228,22567
29070,22567
40353,22567
34295,22567
4119,22567
21882,22567
33012,22567
15929,22567
19658,22567
16159,22567
698,22567
2118,22567
14119,22567
18105,22567
10992,22567
1846,22567
34891,22567
38725,22567
2603,22567
5570,22567
39652,22567
7831,22567
26259,22567
14580,22567
5731,22567
23266,22567
32296,22567
6781,22567
14214,22567
30019,22567
27067,22567
34728,22567
19739,22567
30279,22567
5148,22567
26775,22567
45872,22567
25910,22567
24418,22567
30112,22567
20982,22567
27892,22567
6132,22567
18493,22567
13263,22567
23579,22567
37394,22567
16678,15253
43319,15253
3398,15253
30247,15253
14052,15253
6233,15253
28039,15253
41641,15253
26855,15253
41387,15253
16831,15253
2853,15253
9268,15253
37900,15253
48740,15253
14100,15253
37342,15253
38645,15253
8804,15253
38676,15253
47289,15253
31948,15253
28361,15253
8253,15253
15777,15253
10780,15253
49463,15253
5702,15253
32569,15253
4198,15253
10550,15253
1887,15253
6847,15253
13496,15253
44990,15253
30357,15253
13901,15253
9915,15253
9358,15253
43423,15253
658,15253
44977,15253
15839,15253
29410,15253
14201,15253
8969,15253
44709,15253
36415,15253
33458,15253
22695,15253
10355,15253
31222,15253
41781,15253
27936,15253
8258,15253
4695,15253
1196,15253
26320,15253
4524,15253
39950,15253
23866,15253
48969,15253
15315,15253
3781,15253
34140,15253
30395,15253
4300,15253
37289,15253
47127,15253
15350,15253
25473,15253
1315,15253
25797,15253
47147,15253
30721,15253
28117,15253
43623,15253
46747,15253
48474,29394
25136,29394
38494,29394
13612,29394
25073,29394
46629,29394
5749,29394
10017,29394
8226,29394
22726,29394
49518,29394
35584,29394
47178,29394
39050,29394
15059,29394
31871,29394
30456,29394
5106,29394
38447,29394
9601,29394
28063,29394
38429,29394
5305,29394
18560,29394
2807,29394
2031,29394
14384,29394
2730,29394
40247,29394
22282,29394
30591,29394
38294,29394
1710,29394
14410,29394
1053,29394
3319,29394
45231,29394
15458,29394
11576,29394
3894,29394
49128,29394
5550,29394
6825,29394
9217,29394
22761,29394
31198,29394
42840,29394
48513,29394
22696,29394
41257,29394
27038,29394
11473,29394
32625,29394
12457,29394
49312,29394
26773,29394
44526,29394
36667,29394
34636,29394
43522,29394
10736,29394
188,29394
14235,29394
4989,29394
3779,29394
39176,29394
27307,29394
49631,29394
9902,29394
1149,29394
35361,29394
45210,29394
45675,29394
30253,29394
44450,29394
39754,29394
24896,29394
42865,29394
17763,29394
9971,26797
5162,26797
44059,26797
46065,26797
20372,26797
27395,26797
5530,26797
43133,26797
33963,26797
32590,26797
1942,26797
