edad,cant_vuelos,gasto_acumulado,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio
-1.163329565863835,0.579429276554913,0.4681638242398438,2.6435554018050667,-0.615959160913326,-0.7988857845437125
0.972008601987636,0.15249301979510185,-0.3343275917423743,-0.3832215620188749,2.3038588784750123,0.44425392130886704
0.2887003882751653,-0.3598304883166715,-0.26855245742452977,-0.3832215620188749,-0.4808764839631184,-0.20033703728135943
-1.590397199434129,-0.44521773966863376,-0.2944334205856722,-0.3832215620188749,-0.917803195691445,1.2269715138827135
-0.5654348788654231,0.15249301979510185,0.47312981875213894,-0.3832215620188749,0.31646993661908085,0.26008507599737374
1.6553168157001066,1.0063655333147241,0.5414339791115178,-0.3832215620188749,0.5776696261201462,-0.7068013618879659
-1.6758107261481878,-0.44521773966863376,0.20007427806347697,-0.3832215620188749,-0.9327459696903617,0.07591623068588048
-0.4800213521513642,-0.8721539964284449,-0.8582016554683499,-0.061429546611024295,-0.6398675993115929,-0.06221040329773947
1.3136627088438713,-0.2744432369647093,-0.36008836863056215,-0.3832215620188749,0.1915483459881366,-0.8449279958715858
-0.9070889857216584,-0.7867667450764827,-0.7845402559208874,-0.3832215620188749,0.423460198451325,-0.6607591505600926
-0.7362619322935408,-0.6159922423725582,-0.5440168378817714,-0.3832215620188749,-0.25673487397936673,2.055731317784433
-0.1383672452951289,-0.6159922423725582,-0.06651677543307256,-0.3832215620188749,1.015791759768386,0.8125916119318536
1.484489762271989,0.579429276554913,0.3427481698343277,-0.3832215620188749,0.7856730401850677,-0.5686747279043459
-0.6508484055794819,0.579429276554913,-0.5457480316432667,-0.3832215620188749,-0.9793674245669821,-0.7528435732158393
2.2532115026985187,-0.10366873426078484,1.1249613486988836,1.3261401576230247,-0.6757302569089931,-0.9370124185273325
2.2532115026985187,-0.9575412477804072,-0.9195068832941802,-0.3832215620188749,-0.9136192189717482,-0.7068013618879659
1.0574221287016947,-0.18905598561274706,-0.6162181020705725,-0.3832215620188749,0.22621558166562353,0.26008507599737374
0.37411391498922414,0.49404202520295076,0.541155249244453,-0.3832215620188749,-1.0755988891200061,0.07591623068588048
0.7157680218454595,0.7502037792588374,0.32026055101809536,2.0362363176076714,-0.5992232540345392,-0.6607591505600926
1.484489762271989,0.7502037792588374,1.8319890637887228,-0.3832215620188749,-0.9207917504912283,0.6284227666203603
-0.9925025124357172,-1.0429284991323693,-0.8962751324475268,-0.3832215620188749,-0.38763357420987765,-0.8449279958715858
1.2282491821298125,0.6648165279068753,0.21692592782456085,-0.3832215620188749,-0.2555394520594534,-0.5226325165764727
-1.3341566192919525,0.579429276554913,-0.44085098690132196,-0.3832215620188749,-0.528693360759652,-0.7988857845437125
-0.6508484055794819,0.3232675224990263,-0.4399585398957653,-0.3832215620188749,0.823328830662338,0.9967604572433468
0.8865950752735772,0.49404202520295076,0.9572810406892411,-0.3832215620188749,0.5137145534047823,-0.5686747279043459
-1.5049836727200703,-1.0429284991323693,-0.9332388042679312,-0.3832215620188749,-1.1377608289555,-0.7988857845437125
-0.1383672452951289,-0.01828148290882261,0.07218329786604463,-0.3832215620188749,2.793981865639483,-0.47659030524859936
-0.9070889857216584,1.0063655333147241,1.7435779956795106,-0.3832215620188749,2.753935231322386,-0.7528435732158393
-0.30919429872324655,-0.44521773966863376,0.5703732993461437,2.776421297930651,0.24056064470458363,2.2859423744238
-1.6758107261481878,-0.8721539964284449,-0.7423139596379169,-0.3832215620188749,-1.0767943110399194,0.582380555292487
-1.6758107261481878,0.3232675224990263,-0.2038896854202014,-0.3832215620188749,-0.565153729317009,0.7205071892761069
0.972008601987636,0.40865477385098853,-0.38272685957667346,-0.3832215620188749,1.028941400887433,0.582380555292487
-0.22378077200918772,0.8355910306107996,0.37100984406186893,2.981975449505154,-0.9614360957682819,-0.6147169392322193
0.7157680218454595,-0.3598304883166715,-0.5440091664175403,-0.3832215620188749,1.9942446012174566,0.21404286466950043
-0.9070889857216584,-0.530604991020596,0.18902992672537078,-0.3832215620188749,-0.71219062546635,-0.7528435732158393
