distancia_vuelo,ocupacion_vuelo,puerta_embarque,visibilidad,tiempo_estimado_vuelo,condiciones_climaticas_Lluvia,condiciones_climaticas_Niebla,condiciones_climaticas_Nublado,condiciones_climaticas_Tormenta,congestion_aerea_Baja,congestion_aerea_Media,tipo_avion_Airbus A320,tipo_avion_Airbus A320neo,tipo_avion_Airbus A330,tipo_avion_Airbus A350,tipo_avion_Boeing 737,tipo_avion_Boeing 737 MAX,tipo_avion_Boeing 757,tipo_avion_Boeing 777,tipo_avion_Boeing 787,tipo_avion_Embraer E190,tipo_avion_Embraer E195,temporada_alta_True,demora
0.032451323015476784,0.4812362030905077,0.9166666666666666,0.40268456375838924,0.04487179487179488,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.11932101847229155,0.49889624724061815,0.20833333333333331,0.3523489932885906,0.14102564102564102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.22416375436844732,0.43598233995584995,0.12499999999999999,0.026845637583892617,0.2269230769230769,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1073389915127309,0.6490066225165564,0.2916666666666667,0.5234899328859061,0.11153846153846154,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5057413879181228,0.913907284768212,0.7291666666666666,0.7651006711409396,0.5115384615384615,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3889166250624064,0.6942604856512141,0.4791666666666667,0.4731543624161074,0.38076923076923075,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.03744383424862706,0.782560706401766,0.020833333333333332,0.04697986577181208,0.060256410256410264,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.38991512730903644,0.26048565121412803,0.6041666666666666,0.23154362416107382,0.3987179487179487,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.2930604093859211,0.6357615894039735,0.375,0.6543624161073825,0.2935897435897436,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7254118821767348,0.46799116997792495,0.12499999999999999,0.8389261744966443,0.7153846153846154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.46080878681977033,0.5916114790286976,0.9791666666666666,0.6409395973154363,0.4512820512820513,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.03744383424862706,0.6743929359823401,0.9374999999999999,0.8993288590604027,0.06666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0783824263604593,0.7064017660044152,0.5833333333333333,0.050335570469798654,0.0782051282051282,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.16125811283075386,0.3443708609271523,0.4791666666666667,0.9395973154362416,0.17307692307692307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06939590614078882,0.5894039735099339,0.4166666666666667,0.6174496644295303,0.09102564102564104,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.02745881178232651,0.6390728476821192,0.2708333333333333,0.325503355704698,0.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2710933599600599,0.511037527593819,0.9166666666666666,0.16107382550335572,0.26794871794871794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2930604093859211,0.6070640176600443,0.7291666666666666,0.05369127516778524,0.2987179487179487,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.010983524712930603,0.4536423841059603,0.8749999999999999,0.42953020134228187,0.023076923076923075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.22416375436844732,0.782560706401766,0.4166666666666667,0.9932885906040269,0.22948717948717945,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.747378931602596,0.6092715231788081,0.4583333333333333,0.7516778523489933,0.7397435897435898,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2581128307538692,0.5077262693156734,0.7916666666666666,0.9597315436241611,0.26794871794871794,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.11932101847229155,0.7339955849889626,0.6666666666666666,0.48322147651006714,0.12948717948717947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.032451323015476784,0.7041942604856514,0.18749999999999997,0.24496644295302017,0.05128205128205128,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.010983524712930603,0.5651214128035321,0.9583333333333333,0.050335570469798654,0.04102564102564103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4588117823265102,0.5419426048565122,0.9374999999999999,0.043624161073825496,0.4666666666666667,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
