edad,cant_vuelos,gasto_acumulado,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,Cluster
-1.163329565863835,0.579429276554913,0.4681638242398438,2.6435554018050667,-0.615959160913326,-0.7988857845437125,0
0.972008601987636,0.1524930197951018,-0.3343275917423743,-0.3832215620188749,2.3038588784750123,0.444253921308867,1
0.2887003882751653,-0.3598304883166715,-0.2685524574245297,-0.3832215620188749,-0.4808764839631184,-0.2003370372813594,1
-1.590397199434129,-0.4452177396686337,-0.2944334205856722,-0.3832215620188749,-0.917803195691445,1.2269715138827135,1
-0.5654348788654231,0.1524930197951018,0.4731298187521389,-0.3832215620188749,0.3164699366190808,0.2600850759973737,1
1.6553168157001066,1.006365533314724,0.5414339791115178,-0.3832215620188749,0.5776696261201462,-0.7068013618879659,0
-1.6758107261481878,-0.4452177396686337,0.2000742780634769,-0.3832215620188749,-0.9327459696903616,0.0759162306858804,1
-0.4800213521513642,-0.8721539964284449,-0.8582016554683499,-0.0614295466110242,-0.6398675993115929,-0.0622104032977394,1
1.3136627088438713,-0.2744432369647093,-0.3600883686305621,-0.3832215620188749,0.1915483459881366,-0.8449279958715858,1
-0.9070889857216584,-0.7867667450764827,-0.7845402559208874,-0.3832215620188749,0.423460198451325,-0.6607591505600926,1
-0.7362619322935408,-0.6159922423725582,-0.5440168378817714,-0.3832215620188749,-0.2567348739793667,2.055731317784433,1
-0.1383672452951289,-0.6159922423725582,-0.0665167754330725,-0.3832215620188749,1.015791759768386,0.8125916119318536,1
1.484489762271989,0.579429276554913,0.3427481698343277,-0.3832215620188749,0.7856730401850677,-0.5686747279043459,1
-0.6508484055794819,0.579429276554913,-0.5457480316432667,-0.3832215620188749,-0.979367424566982,-0.7528435732158393,1
2.2532115026985187,-0.1036687342607848,1.1249613486988836,1.3261401576230247,-0.6757302569089931,-0.9370124185273324,0
2.2532115026985187,-0.9575412477804072,-0.9195068832941802,-0.3832215620188749,-0.9136192189717482,-0.7068013618879659,1
1.0574221287016947,-0.189055985612747,-0.6162181020705725,-0.3832215620188749,0.2262155816656235,0.2600850759973737,1
0.3741139149892241,0.4940420252029507,0.541155249244453,-0.3832215620188749,-1.075598889120006,0.0759162306858804,1
0.7157680218454595,0.7502037792588374,0.3202605510180953,2.0362363176076714,-0.5992232540345392,-0.6607591505600926,0
1.484489762271989,0.7502037792588374,1.8319890637887228,-0.3832215620188749,-0.9207917504912284,0.6284227666203603,0
-0.9925025124357172,-1.0429284991323693,-0.8962751324475268,-0.3832215620188749,-0.3876335742098776,-0.8449279958715858,1
1.2282491821298125,0.6648165279068753,0.2169259278245608,-0.3832215620188749,-0.2555394520594534,-0.5226325165764727,1
-1.3341566192919525,0.579429276554913,-0.4408509869013219,-0.3832215620188749,-0.528693360759652,-0.7988857845437125,1
